Added_Tools,Query,Output
"['
 
 def fetch_ticket_history(ticket_id, history_limit=10):
 """"""
 Fetches the history of changes to a given ticket
 
 Parameters:
  ticket_id (str): The ID of the ticket for which the history is requested
  history_limit (int): Maximum number of history entries to retrieve. The default is \'10\'
 
 Returns:
  list: A list of history records for the ticket
 """"""
 ', '
 
 def generate_work_report(work_ids):
 """"""
 Generates a report for the given work items.
 
 Parameters:
  work_ids (list): A list of work item IDs for report generation
 
 Returns:
  str: The ID of the generated report
 """"""
 ', 'def calculate_due_dates(work_item_ids, urgency_level):
 """"""
 Calculates the due dates for given work items based on their urgency
 
 Parameters:
  work_item_ids (list): A list of work item IDs for which due dates are required
  urgency_level (str): The urgency level. Allowed values: \'high\', \'medium\', \'low\'
 
 Returns:
  list: Due dates for the specified work items
 """"""
 ', '
 
 def batch_update_user_roles(user_ids, new_role):
 """"""
 Updates the roles for a batch of users to a new role
 
 Parameters:
  user_ids (list): List of user IDs whose roles should be updated
  new_role (str): The new role to assign
 
 Returns:
  int: Number of users successfully updated
 """"""
 ']","Get the ID of the current sprint, fetch the ticket history for ticket ""TICKET-008"", summarize the work items in this sprint, generate a report for the sprint work items, and calculate their due dates with a medium urgency level.","var_1 = get_sprint_id()
var_2 = fetch_ticket_history(ticket_id=""TICKET-008"")
var_3 = works_list(stage.name=[var_1])
var_4 = summarize_objects(objects=var_3)
var_5 = generate_work_report(work_ids=var_3)
var_6 = calculate_due_dates(work_item_ids=var_3, urgency_level=""medium"")"
"['
 
 def calculate_user_workload(user_id):
 """"""
 Calculates the workload of a user based on assigned tasks
 
 Parameters:
  user_id (str): The ID of the user whose workload is to be calculated
 
 Returns:
  float: The calculated workload value
 """"""
 ', '
 
 def estimate_completion_time(task_id):
 """"""
 Estimates the completion time for a given task
 
 Parameters:
  task_id (str): The ID of the task for which to estimate completion time
 
 Returns:
  float: The estimated number of hours to complete the task
 """"""
 ', '
 
 def generate_report_by_tag(tag_id, include_archived=False):
 """"""
 Generates a report for all work items associated with the given tag
 
 Parameters:
  tag_id (str): The ID of the tag used to filter work items
  include_archived (bool): Include archived work items if set to True
 
 Returns:
  list: Work items associated with the tag
 """"""
 ', '
 
 def convert_task_to_ticket(task_id):
 """"""
 Converts a task into a ticket in the system
 
 Parameters:
  task_id (str): The ID of the task to be converted
 
 Returns:
  str: The ID of the newly created ticket
 """"""
 ']","For user ""DesignerDan"", estimate their workload, convert all their tasks to tickets, prioritize these tickets, and generate a report by the tag ""Design"".","var_1 = calculate_user_workload(user_id=""DesignerDan"")
var_2 = works_list(owned_by=[""DesignerDan""], type=[""task""])
var_3 = convert_task_to_ticket(task_id=""task_id_from_var_2"") 
var_4 = works_list(owned_by=[""DesignerDan""], type=[""ticket""])
var_5 = prioritize_objects(objects=var_4)
var_6 = generate_report_by_tag(tag_id=""Design"", include_archived=False)"
"['
 
 def calculate_user_workload(user_id):
 """"""
 Calculates the workload of a user based on assigned tasks
 
 Parameters:
  user_id (str): The ID of the user whose workload is to be calculated
 
 Returns:
  float: The calculated workload value
 """"""
 ', '
 
 def estimate_completion_time(task_id):
 """"""
 Estimates the completion time for a given task
 
 Parameters:
  task_id (str): The ID of the task for which to estimate completion time
 
 Returns:
  float: The estimated number of hours to complete the task
 """"""
 ', '
 
 def generate_report_by_tag(tag_id, include_archived=False):
 """"""
 Generates a report for all work items associated with the given tag
 
 Parameters:
  tag_id (str): The ID of the tag used to filter work items
  include_archived (bool): Include archived work items if set to True
 
 Returns:
  list: Work items associated with the tag
 """"""
 ', '
 
 def convert_task_to_ticket(task_id):
 """"""
 Converts a task into a ticket in the system
 
 Parameters:
  task_id (str): The ID of the task to be converted
 
 Returns:
  str: The ID of the newly created ticket
 """"""
 ']","Calculate the workload for user ""SupportSam"", find all tickets they have created, estimate the completion time for these tickets, convert any open tasks to tickets, and summarize the tickets.","var_1 = calculate_user_workload(user_id=""SupportSam"")
var_2 = works_list(created_by=[""SupportSam""], type=[""ticket""])
var_3 = estimate_completion_time(task_id=""ticket_id_from_var_2"")
var_4 = works_list(created_by=[""SupportSam""], type=[""task""])
var_5 = convert_task_to_ticket(task_id=""task_id_from_var_4"") 
var_6 = summarize_objects(objects=var_2)"
"['
 
 def generate_progress_report(project_id, report_format=""summary""):
 """"""
 Generates a progress report for the specified project
 
 Parameters:
  project_id (str): The ID of the project for which the progress report is needed
  report_format (str): The format of the report; \'summary\' or \'detailed\'. The default is \'summary\'
 
 Returns:
  str: The generated progress report
 """"""
 ', '
 
 def list_completed_tasks_by_user(user_id, project_id=None):
 """"""
 Lists all tasks completed by a given user, optionally filtered by project
 
 Parameters:
  user_id (str): The ID of the user
  project_id (str, optional): The ID of the project to filter tasks
 
 Returns:
  list: List of task IDs completed by the user
 """"""
 ', '
 
 def remove_object_from_archive(object_id):
 """"""
 Removes an object from the system archive, making it active again
 
 Parameters:
  object_id (str): The ID of the object to be removed from the archive
 
 Returns:
  bool: True if the object was successfully removed, False otherwise
 """"""
 ', '
 
 def calculate_time_until_deadline(work_item_id):
 """"""
 Calculates the amount of time remaining until the deadline of a work item
 
 Parameters:
  work_item_id (str): The ID of the work item
 
 Returns:
  float: The number of hours until the deadline
 """"""
 ']","For the current sprint, retrieve work items created by user ""User456"", summarize these items, generate a summary progress report for project ""PRJ-002"", list all tasks completed by ""User456"", reactivate the work item ""OBJ-789"" from the archive, and calculate the time until the deadline for ""TASK-012"".","var_1 = get_sprint_id()
var_2 = works_list(created_by=[""User456""], limit=50)
var_3 = summarize_objects(objects=var_2)
var_4 = generate_progress_report(project_id=""PRJ-002"", report_format=""summary"")
var_5 = list_completed_tasks_by_user(user_id=""User456"")
var_6 = remove_object_from_archive(object_id=""OBJ-789"")
var_7 = calculate_time_until_deadline(work_item_id=""TASK-012"")"
"['
 
 def generate_progress_report(project_id, report_format=""summary""):
 """"""
 Generates a progress report for the specified project
 
 Parameters:
  project_id (str): The ID of the project for which the progress report is needed
  report_format (str): The format of the report; \'summary\' or \'detailed\'. The default is \'summary\'
 
 Returns:
  str: The generated progress report
 """"""
 ', '
 
 def list_completed_tasks_by_user(user_id, project_id=None):
 """"""
 Lists all tasks completed by a given user, optionally filtered by project
 
 Parameters:
  user_id (str): The ID of the user
  project_id (str, optional): The ID of the project to filter tasks
 
 Returns:
  list: List of task IDs completed by the user
 """"""
 ', '
 
 def remove_object_from_archive(object_id):
 """"""
 Removes an object from the system archive, making it active again
 
 Parameters:
  object_id (str): The ID of the object to be removed from the archive
 
 Returns:
  bool: True if the object was successfully removed, False otherwise
 """"""
 ', '
 
 def calculate_time_until_deadline(work_item_id):
 """"""
 Calculates the amount of time remaining until the deadline of a work item
 
 Parameters:
  work_item_id (str): The ID of the work item
 
 Returns:
  float: The number of hours until the deadline
 """"""
 ']","Summarize and prioritize all tickets with severity ""high"" from the customer support department, add them to the current sprint, generate a summary progress report for project ""PRJ-003"", list all tasks completed by user ""SupportLead"" in this project, unarchive the object ""OBJ-101"", and calculate the remaining time for ""TASK-345"".","var_1 = search_object_by_name(query=""customer support department"")
var_2 = works_list(ticket.severity=[""high""], ticket.rev_org=[var_1], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
var_4 = prioritize_objects(objects=var_2)
var_5 = get_sprint_id()
var_6 = add_work_items_to_sprint(work_ids=var_4, sprint_id=var_5)
var_7 = generate_progress_report(project_id=""PRJ-003"", report_format=""summary"")
var_8 = list_completed_tasks_by_user(user_id=""SupportLead"", project_id=""PRJ-003"")
var_9 = remove_object_from_archive(object_id=""OBJ-101"")
var_10 = calculate_time_until_deadline(work_item_id=""TASK-345"")"
"['
 
 def generate_progress_report(project_id, report_format=""summary""):
 """"""
 Generates a progress report for the specified project
 
 Parameters:
  project_id (str): The ID of the project for which the progress report is needed
  report_format (str): The format of the report; \'summary\' or \'detailed\'. The default is \'summary\'
 
 Returns:
  str: The generated progress report
 """"""
 ', '
 
 def list_completed_tasks_by_user(user_id, project_id=None):
 """"""
 Lists all tasks completed by a given user, optionally filtered by project
 
 Parameters:
  user_id (str): The ID of the user
  project_id (str, optional): The ID of the project to filter tasks
 
 Returns:
  list: List of task IDs completed by the user
 """"""
 ', '
 
 def remove_object_from_archive(object_id):
 """"""
 Removes an object from the system archive, making it active again
 
 Parameters:
  object_id (str): The ID of the object to be removed from the archive
 
 Returns:
  bool: True if the object was successfully removed, False otherwise
 """"""
 ', '
 
 def calculate_time_until_deadline(work_item_id):
 """"""
 Calculates the amount of time remaining until the deadline of a work item
 
 Parameters:
  work_item_id (str): The ID of the work item
 
 Returns:
  float: The number of hours until the deadline
 """"""
 ']","Find all issues with priority ""p2"" related to the ""Backend"" stage, prioritize them, generate a detailed progress report for project ""PRJ-004"", list all tasks completed by user ""BackendDev"" with or without a project filter, remove ""OBJ-234"" from the archive, and determine the hours left until the deadline for ""TASK-567"".","var_1 = search_object_by_name(query=""Backend"")
var_2 = works_list(stage.name=[var_1], issue.priority=[""p2""], type=[""issue""])
var_3 = prioritize_objects(objects=var_2)
var_4 = generate_progress_report(project_id=""PRJ-004"", report_format=""detailed"")
var_5 = list_completed_tasks_by_user(user_id=""BackendDev"")
var_6 = remove_object_from_archive(object_id=""OBJ-234"")
var_7 = calculate_time_until_deadline(work_item_id=""TASK-567"")"
"['
 
 def generate_progress_report(project_id, report_format=""summary""):
 """"""
 Generates a progress report for the specified project
 
 Parameters:
  project_id (str): The ID of the project for which the progress report is needed
  report_format (str): The format of the report; \'summary\' or \'detailed\'. The default is \'summary\'
 
 Returns:
  str: The generated progress report
 """"""
 ', '
 
 def list_completed_tasks_by_user(user_id, project_id=None):
 """"""
 Lists all tasks completed by a given user, optionally filtered by project
 
 Parameters:
  user_id (str): The ID of the user
  project_id (str, optional): The ID of the project to filter tasks
 
 Returns:
  list: List of task IDs completed by the user
 """"""
 ', '
 
 def remove_object_from_archive(object_id):
 """"""
 Removes an object from the system archive, making it active again
 
 Parameters:
  object_id (str): The ID of the object to be removed from the archive
 
 Returns:
  bool: True if the object was successfully removed, False otherwise
 """"""
 ', '
 
 def calculate_time_until_deadline(work_item_id):
 """"""
 Calculates the amount of time remaining until the deadline of a work item
 
 Parameters:
  work_item_id (str): The ID of the work item
 
 Returns:
  float: The number of hours until the deadline
 """"""
 ']","Prioritize all tasks owned by user ""FrontEndLead"", add them to the current sprint, generate a summary progress report for project ""PRJ-006"", list all tasks completed by ""FrontEndLead"", remove ""OBJ-456"" from the archive, and calculate the time until the deadline for ""TASK-890"".","var_1 = who_am_i()
var_2 = works_list(owned_by=[""FrontEndLead""], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
var_6 = generate_progress_report(project_id=""PRJ-006"", report_format=""summary"")
var_7 = list_completed_tasks_by_user(user_id=""FrontEndLead"")
var_8 = remove_object_from_archive(object_id=""OBJ-456"")
var_9 = calculate_time_until_deadline(work_item_id=""TASK-890"")"
"['
 
 def generate_progress_report(project_id, report_format=""summary""):
 """"""
 Generates a progress report for the specified project
 
 Parameters:
  project_id (str): The ID of the project for which the progress report is needed
  report_format (str): The format of the report; \'summary\' or \'detailed\'. The default is \'summary\'
 
 Returns:
  str: The generated progress report
 """"""
 ', '
 
 def list_completed_tasks_by_user(user_id, project_id=None):
 """"""
 Lists all tasks completed by a given user, optionally filtered by project
 
 Parameters:
  user_id (str): The ID of the user
  project_id (str, optional): The ID of the project to filter tasks
 
 Returns:
  list: List of task IDs completed by the user
 """"""
 ', '
 
 def remove_object_from_archive(object_id):
 """"""
 Removes an object from the system archive, making it active again
 
 Parameters:
  object_id (str): The ID of the object to be removed from the archive
 
 Returns:
  bool: True if the object was successfully removed, False otherwise
 """"""
 ', '
 
 def calculate_time_until_deadline(work_item_id):
 """"""
 Calculates the amount of time remaining until the deadline of a work item
 
 Parameters:
  work_item_id (str): The ID of the work item
 
 Returns:
  float: The number of hours until the deadline
 """"""
 ']","Summarize and prioritize all issues from the ""DevOps"" stage, add them to the current sprint, generate a summary progress report for project ""PRJ-008"", list all tasks completed by user ""DevOpsManager"", remove ""OBJ-678"" from the archive, and determine the hours left until the deadline for ""TASK-234"".","var_1 = search_object_by_name(query=""DevOps"")
var_2 = works_list(stage.name=[var_1], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
var_4 = prioritize_objects(objects=var_2)
var_5 = get_sprint_id()
var_6 = add_work_items_to_sprint(work_ids=var_4, sprint_id=var_5)
var_7 = generate_progress_report(project_id=""PRJ-008"", report_format=""summary"")
var_8 = list_completed_tasks_by_user(user_id=""DevOpsManager"")
var_9 = remove_object_from_archive(object_id=""OBJ-678"")
var_10 = calculate_time_until_deadline(work_item_id=""TASK-234"")"
"['
 
 def generate_progress_report(project_id, report_format=""summary""):
 """"""
 Generates a progress report for the specified project
 
 Parameters:
  project_id (str): The ID of the project for which the progress report is needed
  report_format (str): The format of the report; \'summary\' or \'detailed\'. The default is \'summary\'
 
 Returns:
  str: The generated progress report
 """"""
 ', '
 
 def list_completed_tasks_by_user(user_id, project_id=None):
 """"""
 Lists all tasks completed by a given user, optionally filtered by project
 
 Parameters:
  user_id (str): The ID of the user
  project_id (str, optional): The ID of the project to filter tasks
 
 Returns:
  list: List of task IDs completed by the user
 """"""
 ', '
 
 def remove_object_from_archive(object_id):
 """"""
 Removes an object from the system archive, making it active again
 
 Parameters:
  object_id (str): The ID of the object to be removed from the archive
 
 Returns:
  bool: True if the object was successfully removed, False otherwise
 """"""
 ', '
 
 def calculate_time_until_deadline(work_item_id):
 """"""
 Calculates the amount of time remaining until the deadline of a work item
 
 Parameters:
  work_item_id (str): The ID of the work item
 
 Returns:
  float: The number of hours until the deadline
 """"""
 ']","Retrieve work items with issue priority ""p0"" and created by ""CTO"", summarize these items, generate a summary progress report for project ""PRJ-010"", list all tasks completed by ""CTO"", unarchive the object ""OBJ-890"", and calculate the remaining time for ""TASK-456"".","var_1 = who_am_i()
var_2 = works_list(created_by=[""CTO""], issue.priority=[""p0""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
var_4 = generate_progress_report(project_id=""PRJ-010"", report_format=""summary"")
var_5 = list_completed_tasks_by_user(user_id=""CTO"")
var_6 = remove_object_from_archive(object_id=""OBJ-890"")
var_7 = calculate_time_until_deadline(work_item_id=""TASK-456"")"
"['
 
 def validate_user_permissions(user_id, required_permissions):
 """"""
 Checks if the user has the specified permissions
 
 Parameters:
  user_id (str): The ID of the user whose permissions need to be checked
  required_permissions (list): A list of permissions to check against the user\'s permissions
 
 Returns:
  bool: True if the user has all the required permissions, False otherwise
 """"""
 ', '
 
 def track_time_on_task(task_id, hours_spent):
 """"""
 Tracks time spent on a task by logging the number of hours
 
 Parameters:
  task_id (str): The ID of the task on which time is spent
  hours_spent (float): The number of hours spent on the task
 
 Returns:
  bool: Status of the time tracking
 """"""
 ', '
 
 def archive_completed_work(work_ids):
 """"""
 Archives a list of completed work items
 
 Parameters:
  work_ids (list): A list of work item IDs that have been completed and need to be archived
 
 Returns:
  int: The number of work items successfully archived
 """"""
 ', '
 
 def calculate_estimated_completion(project_id):
 """"""
 Calculates the estimated completion date for a project based on current progress
 
 Parameters:
  project_id (str): The ID of the project to be analyzed
 
 Returns:
  str: Estimated date of completion
 """"""
 ']","Retrieve work items with a severity of ""high"" from the ""Development"" stage, summarize and prioritize them, validate if user ""DevManager"" has the required permissions to change their status, log the time ""DevManager"" spent on task ""TASK-789"", and archive the ones that are completed.","var_1 = works_list(stage.name=[""Development""], ticket.severity=[""high""])
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
var_4 = validate_user_permissions(user_id=""DevManager"", required_permissions=[""change_status""])
var_5 = track_time_on_task(task_id=""TASK-789"", hours_spent=3.0)
var_6 = archive_completed_work(work_ids=var_1)"
"['
 
 def log_system_activity(activity_description, user_id=None):
 """"""
 Logs a system activity with an optional user ID
 
 Parameters:
  activity_description (str): A brief description of the activity being logged
  user_id (str, optional): The ID of the user associated with the activity; defaults to None
 
 Returns:
  bool: True if the activity was logged successfully; otherwise False
 """"""
 ', 'def merge_ticket_notes(ticket_id, note_ids, updated_by):
 """"""
 Merges multiple notes into a single ticket note
 
 Parameters:
  ticket_id (str): The ID of the ticket where the merged note will be added
  note_ids (list): List of note IDs that will be merged into the ticket
  updated_by (str): The ID of the user performing the merge
 
 Returns:
  str: ID of the updated ticket note
 """"""
 ', '
 
 def estimate_ticket_resolution_time(ticket_id):
 """"""
 Estimates the resolution time for a given ticket
 
 Parameters:
  ticket_id (str): The ID of the ticket to estimate time for
 
 Returns:
  float: Estimated time in hours to resolve the ticket
 """"""
 ', '
 
 def validate_data_consistency(data_id, schema_id):
 """"""
 Validates if data conforms to a specified schema for consistency
 
 Parameters:
  data_id (str): The ID of the data to be validated
  schema_id (str): The ID of the schema to validate the data against
 
 Returns:
  bool: True if data is consistent, False otherwise
 """"""
 ']","Retrieve work items owned by ""TeamLead42"", create actionable tasks from their descriptions, estimate the resolution time for each, merge related notes, validate the consistency, and log the system activity.","var_1 = works_list(owned_by=[""TeamLead42""])
var_2 = summarize_objects(objects=var_1)
var_3 = create_actionable_tasks_from_text(text=var_2)
var_4 = estimate_ticket_resolution_time(ticket_id=var_1)
var_5 = merge_ticket_notes(ticket_id=var_1, note_ids=var_1, updated_by=""TeamLead42"")
var_6 = validate_data_consistency(data_id=var_1, schema_id=var_1)
var_7 = log_system_activity(activity_description=""Processed work items owned by TeamLead42"")"
"['
 
 def log_system_activity(activity_description, user_id=None):
 """"""
 Logs a system activity with an optional user ID
 
 Parameters:
  activity_description (str): A brief description of the activity being logged
  user_id (str, optional): The ID of the user associated with the activity; defaults to None
 
 Returns:
  bool: True if the activity was logged successfully; otherwise False
 """"""
 ', 'def merge_ticket_notes(ticket_id, note_ids, updated_by):
 """"""
 Merges multiple notes into a single ticket note
 
 Parameters:
  ticket_id (str): The ID of the ticket where the merged note will be added
  note_ids (list): List of note IDs that will be merged into the ticket
  updated_by (str): The ID of the user performing the merge
 
 Returns:
  str: ID of the updated ticket note
 """"""
 ', '
 
 def estimate_ticket_resolution_time(ticket_id):
 """"""
 Estimates the resolution time for a given ticket
 
 Parameters:
  ticket_id (str): The ID of the ticket to estimate time for
 
 Returns:
  float: Estimated time in hours to resolve the ticket
 """"""
 ', '
 
 def validate_data_consistency(data_id, schema_id):
 """"""
 Validates if data conforms to a specified schema for consistency
 
 Parameters:
  data_id (str): The ID of the data to be validated
  schema_id (str): The ID of the schema to validate the data against
 
 Returns:
  bool: True if data is consistent, False otherwise
 """"""
 ']","Prioritize issues with priority ""p2"" that are associated with ""RevOrgA"", estimate the resolution time, merge related notes, validate the consistency of the prioritization data, and log the activity.","var_1 = search_object_by_name(query=""RevOrgA"")
var_2 = works_list(issue.priority=[""p2""], issue.rev_orgs=[var_1], type=[""issue""])
var_3 = prioritize_objects(objects=var_2)
var_4 = estimate_ticket_resolution_time(ticket_id=var_3)
var_5 = merge_ticket_notes(ticket_id=var_3, note_ids=var_3, updated_by=""System"")
var_6 = validate_data_consistency(data_id=var_3, schema_id=var_3)
var_7 = log_system_activity(activity_description=""Prioritized p2 issues associated with RevOrgA"")"
"['def assign_issues_to_user(issue_ids, user_id):
 """"""
 Assigns a list of issues to the specified user
 
 Parameters:
  issue_ids (list): A list of issue IDs that need to be assigned
  user_id (str): The user ID to whom the issues will be assigned
 
 Returns:
  None
 """"""
 ', '
 
 def fetch_user_created_work(user_id, type=None):
 """"""
 Retrieves work items created by a specific user
 
 Parameters:
  user_id (str): The ID of the user whose work items are to be retrieved
  type (list): Filters for work of the provided types, e.g., [\'issue\', \'ticket\']
 
 Returns:
  list: Work items created by the user
 """"""
 ', '
 
 def batch_update_task_status(task_ids, new_status):
 """"""
 Updates the status of multiple tasks in a batch operation
 
 Parameters:
  task_ids (list): A list of task IDs whose status needs updating
  new_status (str): The new status to apply to the tasks
 
 Returns:
  bool: True if the update was successful, False otherwise
 """"""
 ', '
 
 def archive_completed_tasks(project_id, completed_since):
 """"""
 Archives tasks that are completed within the given project since the specified time
 
 Parameters:
  project_id (str): The ID of the project containing the tasks
  completed_since (str): Archive tasks completed after this timestamp
 
 Returns:
  int: Number of tasks archived
 """"""
 ', '
 
 def retrieve_user_workload(user_id):
 """"""
 Retrieves the current workload for the specified user
 
 Parameters:
  user_id (str): The ID of the user whose workload is to be retrieved
 
 Returns:
  list: A list containing workload details
 """"""
 ']","Assign all P2 priority issues to ""LeadDev"", fetch work items created by ""LeadDev"", summarize and prioritize these issues, update their status to ""In Review"", archive completed tasks in ""ProjectC"" since ""2023-03-10"", and retrieve ""LeadDev""'s workload.","var_1 = search_object_by_name(query=""LeadDev"")
var_2 = works_list(issue.priority=[""p2""], type=[""issue""])
var_3 = assign_issues_to_user(issue_ids=var_2, user_id=var_1)
var_4 = fetch_user_created_work(user_id=var_1)
var_5 = summarize_objects(objects=var_4)
var_6 = prioritize_objects(objects=var_4)
var_7 = batch_update_task_status(task_ids=var_4, new_status=""In Review"")
var_8 = archive_completed_tasks(project_id=""ProjectC"", completed_since=""2023-03-10"")
var_9 = retrieve_user_workload(user_id=var_1)"
"['def assign_issues_to_user(issue_ids, user_id):
 """"""
 Assigns a list of issues to the specified user
 
 Parameters:
  issue_ids (list): A list of issue IDs that need to be assigned
  user_id (str): The user ID to whom the issues will be assigned
 
 Returns:
  None
 """"""
 ', '
 
 def fetch_user_created_work(user_id, type=None):
 """"""
 Retrieves work items created by a specific user
 
 Parameters:
  user_id (str): The ID of the user whose work items are to be retrieved
  type (list): Filters for work of the provided types, e.g., [\'issue\', \'ticket\']
 
 Returns:
  list: Work items created by the user
 """"""
 ', '
 
 def batch_update_task_status(task_ids, new_status):
 """"""
 Updates the status of multiple tasks in a batch operation
 
 Parameters:
  task_ids (list): A list of task IDs whose status needs updating
  new_status (str): The new status to apply to the tasks
 
 Returns:
  bool: True if the update was successful, False otherwise
 """"""
 ', '
 
 def archive_completed_tasks(project_id, completed_since):
 """"""
 Archives tasks that are completed within the given project since the specified time
 
 Parameters:
  project_id (str): The ID of the project containing the tasks
  completed_since (str): Archive tasks completed after this timestamp
 
 Returns:
  int: Number of tasks archived
 """"""
 ', '
 
 def retrieve_user_workload(user_id):
 """"""
 Retrieves the current workload for the specified user
 
 Parameters:
  user_id (str): The ID of the user whose workload is to be retrieved
 
 Returns:
  list: A list containing workload details
 """"""
 ']","Search for work items similar to ""TASK-789"", assign them to ""OperatorOli"", summarize the work items for a team meeting, batch update their status to ""On Hold"", archive completed tasks in ""ProjectF"" since ""2023-03-05"", and assess ""OperatorOli""'s workload for the week.","var_1 = get_similar_work_items(work_id=""TASK-789"")
var_2 = search_object_by_name(query=""OperatorOli"")
var_3 = assign_issues_to_user(issue_ids=var_1, user_id=var_2)
var_4 = summarize_objects(objects=var_1)
var_5 = batch_update_task_status(task_ids=var_1, new_status=""On Hold"")
var_6 = archive_completed_tasks(project_id=""ProjectF"", completed_since=""2023-03-05"")
var_7 = retrieve_user_workload(user_id=var_2)"
"['def assign_issues_to_user(issue_ids, user_id):
 """"""
 Assigns a list of issues to the specified user
 
 Parameters:
  issue_ids (list): A list of issue IDs that need to be assigned
  user_id (str): The user ID to whom the issues will be assigned
 
 Returns:
  None
 """"""
 ', '
 
 def fetch_user_created_work(user_id, type=None):
 """"""
 Retrieves work items created by a specific user
 
 Parameters:
  user_id (str): The ID of the user whose work items are to be retrieved
  type (list): Filters for work of the provided types, e.g., [\'issue\', \'ticket\']
 
 Returns:
  list: Work items created by the user
 """"""
 ', '
 
 def batch_update_task_status(task_ids, new_status):
 """"""
 Updates the status of multiple tasks in a batch operation
 
 Parameters:
  task_ids (list): A list of task IDs whose status needs updating
  new_status (str): The new status to apply to the tasks
 
 Returns:
  bool: True if the update was successful, False otherwise
 """"""
 ', '
 
 def archive_completed_tasks(project_id, completed_since):
 """"""
 Archives tasks that are completed within the given project since the specified time
 
 Parameters:
  project_id (str): The ID of the project containing the tasks
  completed_since (str): Archive tasks completed after this timestamp
 
 Returns:
  int: Number of tasks archived
 """"""
 ', '
 
 def retrieve_user_workload(user_id):
 """"""
 Retrieves the current workload for the specified user
 
 Parameters:
  user_id (str): The ID of the user whose workload is to be retrieved
 
 Returns:
  list: A list containing workload details
 """"""
 ']","Assign all tickets needing a response to ""ResponderRita"", fetch work items created by ""ResponderRita"", prioritize the tickets, update their status to ""Waiting on Customer"", archive completed tasks in ""ProjectG"" since ""2023-01-25"", and retrieve ""ResponderRita""'s workload to manage her queue.","var_1 = works_list(ticket.needs_response=True, type=[""ticket""])
var_2 = search_object_by_name(query=""ResponderRita"")
var_3 = assign_issues_to_user(issue_ids=var_1, user_id=var_2)
var_4 = fetch_user_created_work(user_id=var_2)
var_5 = prioritize_objects(objects=var_4)
var_6 = batch_update_task_status(task_ids=var_4, new_status=""Waiting on Customer"")
var_7 = archive_completed_tasks(project_id=""ProjectG"", completed_since=""2023-01-25"")
var_8 = retrieve_user_workload(user_id=var_2)"
"['
 
 def calculate_expense_totals(expense_ids):
 """"""
 Calculates the total amount from a list of expense IDs
 
 Parameters:
  expense_ids (list): List of expense IDs to calculate the total amount
 
 Returns:
  float: The total amount of the expenses
 """"""
 ', '
 
 def get_user_permissions(user_id):
 """"""
 Returns a list of permissions for a specified user ID
 
 Parameters:
  user_id (str): The ID of the user whose permissions you want to retrieve
 
 Returns:
  list: User permissions
 """"""
 ', '
 
 def calculate_cost_of_tasks(task_ids):
 """"""
 Calculates the total cost for a list of task IDs
 
 Parameters:
  task_ids (list): A list of task IDs to calculate cost for
 
 Returns:
  float: Total cost of the tasks
 """"""
 ', '
 
 def update_work_item_due_date(work_item_id, due_date):
 """"""
 Updates the due date for the specified work item
 
 Parameters:
  work_item_id (str): The ID of the work item to be updated
  due_date (str): The new due date for the work item
 
 Returns:
  None: Indicates that the operation was executed without returning any value
 """"""
 ', '
 
 def retrieve_document_by_keyword(keyword):
 """"""
 Retrieves a document ID containing the specified keyword
 
 Parameters:
  keyword (str): The keyword to search for in the documents
 
 Returns:
  str: ID of the document containing the keyword
 """"""']","Prioritize all tasks owned by user ""ManagerMike"", calculate their total cost, retrieve ""ManagerMike's"" permissions, summarize the tasks, and update their due dates before adding them to the current sprint.","var_1 = works_list(owned_by=[""ManagerMike""], type=[""task""])
var_2 = calculate_cost_of_tasks(task_ids=var_1)
var_3 = get_user_permissions(user_id=""ManagerMike"")
var_4 = summarize_objects(objects=var_1)
var_5 = prioritize_objects(objects=var_1)
var_6 = update_work_item_due_date(work_item_id=var_1[0], due_date=""2023-12-31"")
var_7 = get_sprint_id()
var_8 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_7)"
